row_id,job_position_title,resume_text,job_description
321,Software Developer- Entry Level,"SALES       Career Overview     During the course of my career as an IT Professional, I have developed a varied set of I.T. and business related skills.  I hold expert knowledge in applying technology to business processes resulting in a more cost effective and efficient enterprise.  My accomplishments as a major player in the successful pioneering and implementation of the ""Paperless Office"" in 33 local Virginia agencies, created a paradigm shift in the culture of how agencies currently do business.  The experience of being a road warrior leading the day to day ""hands on"" training of the user afforded me a ""real life"" work experience and invaluable insight in user training needs, challenges, acceptance and buy-in.  The knowledge I gained from the users resulted into successful problem solving, change management and implementation outcomes of enterprise management systems. This kind of knowledge and experience cannot be gained in a classroom or from a white paper.  I have a strong ability to quickly capture business rules, policies, procedures, workflow issues, functional requirements and resolve client and technical roadblocks hindering successful implementation.  I maintain a reputation of improving the work environment via technology and delivering a solution that surpasses client expectations. Strong analytical skills used in business and requirements analysis for a variety of industries. Keen problem solving skills allowing rapid assimilation and resolution of complex problems. Ability to anticipate issues, think proactive, and use critical thinking skills to plan stakeholder elicitation sessions. Ability to quickly scope training and implementation requirements of project. Able to excel in fast-paced environments, with aggressive project timeliness. Excellent problem analysis, troubleshooting, and resolution skills. Quick to identify weak links in enterprise implementation and ability to effectively find solutions. Planning Extensive team management experience [...]","apprentice now has an excellent tech job opportunity for individuals looking to start and build a new career in technology as a software developer our client is an industry leader in technology services and consulting providing you a great job opportunity in the tech field to get your foot in the door

you will have the opportunity to work alongside a team of professionals to solve reallife problems and learn how to make an impact they will equip you with everything you need to know to make a meaningful impact as a professional within their organization and start your new career off right this is a fulltime salaried opportunity with benefits and no prior technical experience required

software development job duties may include but not limited to

responsible for developing solutions for clients using appropriate software

involves daytoday configuration build test support and maintenance

build and test interfaces for application development assignments test all code developed as per the defined quality process standard

develop userfacing applications that address the functional requirements while providing a superior user experience to the endusers

develop software and integration flows for clients

design execute and automate scenarios scripts and procedures

document software defects using a bug tracking system

participate in trouble shooting existing software issues and implement as per the change management process

design and configure interfaces needed to transfer [...]"
322,"Manager, Business Strategy And Operations","ADVANCED LEVEL WHEELED VEHICLE MECHANIC       Career Focus    To obtain a challenging, rewarding position in a professional and structured environment, where I can utilize my vast military experience, work ethic and training to become an integral contributor to a growing and productive organization. Skills Proven excellence with budgets, schedules, coordination, supervision, training, management, and maintenance of projects and programs at all levels, effectively interpreting and communicating requirements across functional organizations. In depth knowledge of OSHA, NAVOSH, and the handling, storage and disposition of Government Owned Property, and capable of providing effective employee training on all related topics. Verbal, interpersonal skills: able to facilitate cooperation among team members. Managerial skills with time management and delegation with the initiative to take on tasks and resolve problems immediately. Deeply instilled discipline, work ethic, customer astuteness, and conceptual thinking. A fast learner who will be an immediate asset to any workplace. Windows Server 2008 - planning, deploying, configuring, and maintaining AD infrastructure, environment, and objects.      Core Qualifications          Installation, Configuring, and Management of Windows 7  Active Directory Windows Server 2008 R2  Administration of Active Directory  Managing Windows Server 2008 R2 Components  IP Addressing & Name Resolution  Network Components of Windows Server 2008 R2  Windows Server 2008 R2 MCSE 70-640, MCSE 70-642 and MCSE 70-646 Key Differences between Server 2003 and Server 2008.  Windows 7 Domain Integration & Client Support. DHCP, WINS, RRAS, IPSEC, TCP/IP, & Computer Troubleshooting.  Installing and supporting Windows 7 and Windows Server 2008 in virtual environment.  IP and IP Routing; IPsec; DHCP; Remote Access. Installing, configuring, managing, and maintaining hardware.  Configuring Domain Name Resolution, Network Connectivity; Installing and Deploying Win [...]","circle is a global financial technology firm that enables businesses of all sizes to harness the power of digital currency and public blockchains for payments commerce and financial applications worldwide
 circle platforms and products provide a suite of internetnative financial services for payments treasury infrastructure and capital formation
 circle is also a principal developer of usd coin usdc which has become the fastest growing dollar digital currency in the world
 usdc has grown to over  billion in circulation and supported over  trillion in transactions in the past year
 circles payments and treasury infrastructure services available through the circle account and apis helps bridge the legacy financial system and digital currency and blockchain based finance
 circles seedinvest service brings internetnative fundraising and capital formation to startups and growth companies
 combined circles suite of services helps companies to participate in a more open global and inclusive financial system
 with the mission to raise global economic prosperity through the frictionless exchange of financial value circle was founded on the belief that the internet blockchains and digital currency will rewire the global economic system creating a fundamentally more open inclusive efficient and integrated world economy
 we envision a global economy where people and businesses everywhere can more freely connect and transact with each other with new technologies for digital money and inte [...]"
323,"Vice President, Marketing, MSNBC","FOUNDER/STRATEGIC ACCOUNT DIRECTOR       Links       www.hyvemyanmar.com         Professional Summary      To utilize my expertise and international experience as an Entrepreneur, Strategic PR & Digital Marketing Professional, and Creative Thinker.  A dynamic professional with over 10 years of experience and a strong background playing a vital role in the development, management, growth, and retention of key accounts and clients.  Service-oriented leader dedicated to fueling revenues, enhancing client's experience, and achieving top brand loyalty.  Highly adept in performing within high-pressure and deadline-driven environments, driving full project lifecycles with a focus on high-quality deliverables.        Skills          Management and Operational Leadership  Critical Thinking and Problem Solving  Networking, Business Development, and Stakeholder Relations  Detail-Oriented and Results-Driven  Creative Thinker and Effective Writer  Strategy Development & Strategic Planning  High-impact Proposal Presentation      Key Account Management  Project Management  Research, Data Analytics, and Reports  Social Media Strategy and Content  Creative Mind with Love for Visual Design  Articulate Planning an Effective Communication  Don't Take No For An Answer            Work History      Founder/Strategic Account Director     08/2016   to   10/2020      Company Name    –    City  ,   State  ,   myanmar      Responsible for the overall Operation and Management of the Agency specializing in Integrated Public Relations, Strategic Communications, and Digital Marketing Services.  Developing overall strategy, conducting market and competitor analysis, coordination with clients and media - overall media strategy and execution guidelines for high-level projects - consultation on corporate strategy development - networking and business development - media and government relations and overseeing creative projects.  Built and strengthened industry partnerships to improve product placement [...]","responsibilities
the vice president marketing msnbc is the daytoday marketing lead for msnbc working in the nbc news and msnbc marketing department as part of the nbcuniversal news group the vp marketing collaborates with msnbc editorial leadership to expand the brand and our content offering to reach news consumers wherever theyre consuming news this includes assisting in the visioning development and marketing of msnbc product extensions that go beyond television such as msnbc digital products including msnbccom and msnbc daily the msnbc daily newsletter msnbcs presence on the nbcu streaming service  peacock audio including podcasts showcasts and msnbc on sirius xm radio and collaborating with the msnbc social lead and individual show social leads on social accounts the vp marketing msnbc is responsible for articulating and evolving the msnbc brand promise and helping to ensure that msnbcbranded products live into that promise at every touchpoint

the successful candidate has exceptional expertise in all areas of marketing and proven experience
 building brands that cultivate and nurture a relationship with their audience
 formulating successful growth strategies through analyzing and gleaning insights from qualitative and quantitative research and analytics
 leading development of compelling and innovative marketing communications across all channels
 partnering with stakeholders across an organization to understand the objectives of business leads help to formulate busine [...]"
324,Vice President Marketing,"MULTIMEDIA SALES CONSULTANT         Professional Summary      Experienced Marketing/Sales Consultant looking to leverage 35 years of marketing/sales/production, into a professional Consultant role in the Baton Rouge area. Strong analytical and problem-solving abilities with outstanding team management skills. Track record of achieving exceptional results in reaching goals and maintaining strong relationships with customer base.        Skills          Persuasive negotiator  Highly organized  Analytical  Excellent work ethic  Strategic account development  Enthusiastic about networking  Strong interpersonal skills      Detailed-oriented  Resolution-oriented  Energetic and Driven  Positive outlook  Proficient in Excel, Strata, AdMall, Power Point, Salesforce, Mactive, Comscore  Google Analytics            Work History      Multimedia Sales Consultant   ,     09/2018   to   06/2019     Company Name   –   City  ,   State       Worked with clients to understand requirements and provide exceptional advertising service    Evaluated inventory and delivery needs, optimizing strategies to meet customer demands    Assessed client needs to determine and suggest relevant product solutions in alignment with client budgets and schedules    Forged and nurtured impactful relationships with customers to cultivate loyalty, boosting customer satisfaction    Stayed knowledgeable on latest digital platform, including SEO, SEM, OTT, PPC innovations and technological advancements through various training methods          Multimedia Sales Consultant  ,     06/2017   to   08/2018     Company Name   –   City  ,   State       Performed initial client assessment and analysis to begin research process    Delivered a high level of service to clients to both maintain and extend the relationships for future business opportunities    Built and strengthened relationships with new and existing accounts to drive revenue growth    Solved customer challenges by offering relevant print and digital products [...]","vp of marketing

location nychybrid

our client is looking for a worldclass vp of marketing to help them grow and scale their multichannel marketing efforts this will be a highly visible  dynamic role touching a variety of areas such as demand generation product marketing content marketing brand events and more ideal candidates for this role should be able to demonstrate expertise and past success leading  developing high performing teams  including hiring mentoring and retaining top talent  and be skilled at budget management kpi benchmarking and tracking

job details
 develop manage and hire for the marketing department spanning product content design demand generation communications and more
 be responsible for meeting and measuring kpis and quotas across the marketing department some kpis and quotas will be tied to the sales department as well
 allocate track and manage budget spend accordingly to reach kpi goals
 build a brand that is seen as the most dominant and innovative player in the industry
 define company and product messaging for both external and internal consumption sales enablement
 translate goals into effective integrated marketing strategies and campaigns for key product lines and buyer personas
 build inspire and lead a marketing organization that delivers against marketing goals with clearly defined roles
 influence development of marketing organization career paths succession plans and employee success strategies

requirements
 passion for building a wo [...]"
325,Retail Cashier & Sales Floor Support - The Shops at Riverwalk Rack,"SALES       Professional Summary    I want a challenging occupation where I can allow my innovations to expand with experience immensely.  Motivated customer service specialist with over 5 years of retail experience in a fast-paced, team-based environment. Expertise in delivering support services and resolving customer complaints. Friendly and hard working associate ready to give it all I have.      Skills          Trusted key holder  Creative problem solver  Exceptional communication skills  MS Windows proficient  Quick learner  Strong client relations  Proficient in cash management  Strategic sales knowledge  Cash flow management  Multi-line phone talent  Team player  Reliable  Goal-oriented  Decisive      Fluent in English  Fluent in Spanish  Calm under pressure  Analytical thinker  PowerPoint presentations  Excellent interpersonal skills  Natural leader  Composed  Crisis communication  Superior verbal and written communication skills  Flexible schedule  Computer-savvy  Organized            Work History      Sales     08/2014   to   Current      Company Name   –   City           Described product to customers and accurately explained details and care of merchandise.  Earned management trust by serving as key holder, responsibly opening and closing store.  Politely assisted customers in person and via telephone.  Communicated with vendors regarding back order availability, future inventory and special orders.  Effectively communicated with and supported sales, marketing and administrative teams on a daily basis.  Answered product questions with up-to-date knowledge of sales and store promotions.  Scheduled weekly inventory pickups and deliveries with vendors.  Set up and explained new membership contracts.         Overnight Cashier     02/2014   to   09/2014      Company Name   –   City  ,   State      Maintained cleanliness and presentation of stock room and production floor.  Managed wide variety of customer service and administrative tasks to resolve customer i [...]","the ideal nordstrom rack team member enjoys working in a fastpace highenergy environment

a day in the life
 keep the customer experience quick easy and fun while helping customers uncover the great deals theyre looking for
 create a smooth fitting room experience by greeting customers and taking them to their fitting rooms then sorting and returning clothing to the floor
 share your love of fashion and tell customers all about upcoming events our nordstrom gift cards nordstrom rewardstm program and mailing list
 keep the stockrooms organized and complete all inventory processes making sure merchandise is properly checked in and accurately ticketed
 work with the team to ensure the sales floor stays runway ready through remerchandising and straightening throughout the day

you own this if you have
 enthusiasm and a sense of adventure see the glass as half full
 accountability initiative and a high level of ownership
 organizational skills attention to detail and ability to prioritize multiple tasks
 a calm head in a busy retail environment
 solid math verbal and written communications skills
 the ability to work a flexible schedule based on business needs"
326,Clerical Assistant,"MORTGAGE BANKING EXECUTIVE ANALYST           Summary     Focused Operations Manager successful in contract negotiation and process improvement. Remains calm and poised even in high-pressure situations. Leverages in-depth knowledge of industry trends and shifts to offer valuable insights on opportunities for new growth and expansion.       Highlights         Change management  Policy/program development  Cross-functional team management  Staff training  Supervision and training  Skilled negotiator  Sound judgment  Computer-savvy  Calm under pressure  Complex problem solving       Operations management              Accomplishments      Business Development:     Successfully grew business by [action].      Project Management:     Initiated [project] which resulted in [positive outcome].    People Management:    [Describe accomplishment 1]  [Describe accomplishment 2]    Financial Management:    [Describe accomplishment 1]  [Describe accomplishment 2]   Research   Conducted research which led to the development of [program].   Leadership   Served as key contributing member to Leadership team.          Experience      Company Name     January 2009   to   Current     Mortgage Banking Executive Analyst   City  ,   State      Responsible for escalated issues and problem solving providing support by answering inquiries for  Internal and External Partners, Senior Management and Third Party Customers relating delinquent mortgage accounts with the intent to bring delinquent accounts current.  Responsible for researching and providing customized documentation to Senior Executives and Management on servicing and default related issues.  Ability to work with Servicing Systems as well as accurately analyze information from the system with in depth knowledge of Chase products and services Participation in various initiatives and initiate improvement in departmental projects.  Collaborated with legal and compliance to ensure accurate resolutions are provided on escalated mortgage iss [...]","work for indiana

grow your career with the state of indiana with more than  executive branch agencies the state of indiana is a diverse workforce offering employees stimulating and challenging projects across a broad scope of career opportunities as a state of indiana employee you impact the wellbeing of indianas communities every day

at the state of indiana we dont just talk about diversity and inclusion  our goal is to create a welcoming accessible and equitable workplace with a workforce that is representative of the state of indiana population as a proud equal opportunity employer reasonable accommodations may be available to enable individuals with disabilities to interview and to perform the essential functions of a role

next level benefits at the state of indiana are here be sure to review our expanded benefit package offerings below

about the indiana law enforcement training board
the indiana law enforcement training board is the governing body of the indiana law enforcement academy located in plainfield indiana the board is comprised of  members who have been appointed by the governor the board sets the requirements and criteria for the basic training of law enforcement officers throughout the state of indiana which became mandatory in 

salary
the salary for this position traditionally starts at  per year but may be commensurate with education andor experience
about the job

the incumbent serves as a records clerk for the indiana law enforcement academy ilea res [...]"
327,Senior / Lead Software Engineer (Remote),"SOFTWARE QUALITY ASSURANCE ANALYST II       Career Overview    12 years of experience in Software Quality Assurance requirements analysis, test planning, creating test cases, and  test process coordination Experienced with functional, end to end, regression and user acceptance testing of Web based and Client Server interfaces Familiar with the Waterfall and Agile SDLC 7 years experience in customer support/service and handling escalated issues 5 years of running formal training and development programs for system users Advanced Windows OS and MS Office applications user/troubleshooting skills Ability to learn new software very quickly Able to handle multiple projects Take ownership attitude Flexible team player       Qualifications        Microsoft Excel/Word/Outlook/Access/Powerpoint/Frontpage, Windows 7/XP/2k,  DOS, setting up/troubleshooting hardware/software, Mac, Internet, Test Director/Quality Center, Ontime, Zendesk, SharePoint, and basic office equipment                Work Experience      Software Quality Assurance Analyst II     Jan 2012   to   Current      Company Name   －   City  ,   State     Work Environment: Agile,  Windows based, Acuity Electronic Health Record System suite testing and administration, Ontime.com used for incident/bug reporting.  T-SQL used to query/insert/update SQL DB to verify  input/output of test scenarios.  WinAutomation and TestComplete used for automated testing.  Application software testing from local machines and Cloud Share environments.  Excel and Word extensively used for creation of project documentation Responsible for  analyzing the requirements and testing all modules of the Electronic Health Record (EHR) System including Patient, Company, Provider, Referrals, Collaborators, Utilization Management\Authorizations, Care Plans, Assessments, Tasks, Notes and any other modules that require testing.  Testing of the Implementation process from one version of an EHR to another appropriately mapping data from the source datab [...]","remote

job title hiring for seniorlead software engineers

job location  remote

salary 

we are the leader in cloudnative claims management software insurance claims in many industries our newest partnership is with nvidia with over  million in funding our company was  remote prior to  with offices for hybrid work available in  different locations throughout the us with  current employees and constant growth we are looking to continue our efforts to bolster our engineering team for the foreseeable future

what you need for this position

the ideal candidate will have
 understanding of scalability challenges and performance of serverside code
 saas development experience
 experience with restful web services apis and asynchronous data flow
 experience designing schemas and performant queries for relational databases
 experience building applications a frontend framework
 deep understanding of commonly used data structures and algorithms
our stack includes the following we are open to engineers willing to learn
 ruby on rails mysql react redux docker
what you will be doing

design build and implement saas applications and play an influential role in growing our company to be the industry leader

fullstack development with a strong emphasis on backend

top reasons to work with us
 full medical dental and health benefits
  match for your 
 unlimited vacation time  we actually use it
 fully remote role  the tools needed to successfully work remotely
 flexible scheduling
 career [...]"
328,CDL Team Truck Driver and Lease Operators +,"INFORMATION TECHNOLOGY COORDINATOR       Professional Profile    B.S. graduate with a record of success implementing IT solutions. Demonstrated commitment to quality and customer service, detail oriented, strong team player, self motivated, demonstrated exceptional analytical skills, proven ability to work effectively and cross functionally with all levels of management with responsibilities increasing in scope. 9+ years of experience as Client/Server developer using Transact SQL, PL\SQL, Classic ASP, ASP.net, HTML, DHTML, XML, JavaScript, using CSS layout and design principles. 7+ years of managing project timeliness, accuracy, approving high-level and detail designs, as well as managing successful test plans. Directed all stages of software development including requirements, design, coding, testing and implementation of several company wide Intranet initiatives like Ovations! - An associate rewards and recognition program used by over 30,000 employees; Kronos TM Workforce Central - a time and attendance program for 13,000 non-exempts employees. Several projects included the management of offsite vendor resources. Experience using the following database management tools MS SQL Server 6.5,7, 2000 and 2005, My SQL, and Oracle 9i. Proficient with MS Windows, MS Office, Minitab, Business Objects, Adobe CS3 Web Edition, Visual Studio, Frontpage, PaintShop Pro.           Experience      Information Technology Coordinator     Nov 2003   to   Current      Company Name       Provide technical support throughout the office from building and managing the web presence, networking computers and other office equipment as well as researching grant opportunities for the implementation of a technology component for the Leadership SOAR program. Responsible for building capacity for the foundation within the area of information technology by helping them move closer to a paperless environment. The scope of my role is to streamline IT operations, implement an effective online marketi [...]","now hiring experienced cdla team company drivers  lease operators
notouch freight   total team signon incentive

top pay and benefits
 company drivers start at  cpm for all miles
  signon   orientation pay paid to each team driver
 lease operators earn week minimum pay incentive
 monthly safety  performance bonus
  fully specd trucks

interested in a position with hirschbach motor lines apply now

company driver
 company drivers start at  cpm for all miles
  cpm increase every  months caps out at  cpm
  per load minimum even if they are going across town
 layover pay after  hours  
 stop pay stop  free stop    stop    stop  
 notouch freight
 monthly safety and performance bonus  cpm on  plus miles
 eligible for company benefits vacation health insurance paid time off  etc

lease operator
 lease operators earn week minimum pay incentive
 gallon fuel regardless of pump price
 lease team drivers will now receive orientation pay  signon bonus
 driver    orientation pay   a week for  weeks
 driver    orientation pay   a week for  weeks
 monthly safety  performance incentive
 lease agreement provides two skip payments per year
  driver referral  get paid in full when referral is hired
 weekly safety incentive
 notouch freight
 full service maintenance plan
 we are investing in your future with the all in rewards and retention plan lease operators receive year in their own longterm savings plan account

lease purchase not available in ca and wa

truck amenities
 free siriusxm
 refr [...]"
329,Sales Associate – Luxury Brand in NYC!,"FINE APPAREL DEPARTMENT MANAGER       Summary     Results driven General Manager with strong interpersonal skills with extensive luxury retail sales experience, focused on client development and retention. Success has no excuses.       Accomplishments      Increased gross revenues at Max Mara Northbrook by 76%  Promoted to Store Manager after 12 months in the Assistant Manager position  Promoted to Assistant Manager after 6 months in the Stylist position  Profitably sold Sans Pareil Inc.  Turned a $2000 investment into 1.8 million dollar business within 5 years of inception        Experience     11/2013   to   Current     Fine Apparel Department Manager    Company Name   －   City  ,   State      Manage, drive a high volume multi vendor business to achieve goals  Strategically plan business to meet sales goals, talent development  Provide leadership, team building to store, sales staff in driving sales, service, profitability  Provide team with tools,  training of company values, core focus of brand imaging   Retain, motivate, coach, train an elite sales team in the art of clientèle  Motivate, lead by example in the standards of excellence   Work in tandem with buying office to meet business needs, maximize opportunities in market  Develop, maintain strong vendor relations to drive sales and meet sales goals  Oversee merchandise opportunities, set merchandise standards, evaluate merchandise performance, adjust to meet business needs  Oversee the selling process, providing leadership, motivation to store team, achieving sales, volume goals  Establish, maintain high performance service standards to enhance customer experience, actively seek input from customers to ensure consistent adherence to service standards  Actively train, develop, coach the team to achieve goals, while modeling sales focused behaviors, skills development that utilizes the available tools   Proactive in managing performance, ensuring that the store team clearly understand their roles, are focused [...]","our client a luxury brand is seeking a sales associate to join their team in nyc

responsibilities
 engage with clients to build sales on the sales floor
 provide highest level of customer service by presenting products to customers explaining benefits features quality prices and product care
 achieve given sales and kpi targets through initiating crossselling and addons
 maintain client book  actively gain new customers for database
 merchandise the boutique including window decos  instore visuals ensure that all products are perfectly displayed efficiently organized and within corporate guidelines
 preparation of merchandise orders handling of product deliveries and receipt of merchandise
 maintain all areas in pristine condition at all times including shelves modules floor cash counter dressing room stock room etc
 take part in regular training  team meetings regarding product knowledge customer service promotions and visual merchandising
 handle the pos and cash system
 maintain cash handling records reports and opening and closing procedures
 ensure compliance with health and safety regulations as well as federal state and local laws and requirements
 handle product pricing product reclamations returns andor exchanges and prepare the necessary administrative reports
 comply with all brand standards including employee handbook employee dress code policies boutique operations manual and other corporate guidelines
 safeguard company property and enforce loss prevention stan [...]"
330,Senior Systems Administrator,"SALES MANAGER       Summary    Friendly and enthusiastic with over six years of specialization in hospitality. Able to learn new tasks quickly and proficient in growing key customer relationships. Represent establishment with friendly, professional demeanor at all times. Able to work in a fast paced establishment and passionate about exceeding expectations.      Highlights          Client relations specialist  Conflict resolution techniques  Team management  Meticulous attention to detail  Skilled multi-tasker      Deadline-oriented  Management of remote employees  Focused on customer satisfaction  Efficiency  Excellent verbal communication            Accomplishments      Customer Assistance   Worked with company systems such as Live Support and diligently completed all assigned tasks, working overtime as needed.     Customer Interface    Greeted customers upon entrance and handled all cash and credit transactions.  Assisted customers over the phone regarding store operations, product, promotions, and orders.        Experience      Sales Manager   01/2015   －   07/2015     Company Name     City  ,   State       Active Learning
Social Perceptiveness
Reading Comprehension
Computers and Electronics
Picker Amazon
Obtain merchandise from bins or shelves.  Resolve customer complaints regarding sales and service.          Cashier Zaxbys   09/2014   －   01/2015        City  ,   State       Receive payment by cash, check, credit cards, vouchers, or automatic debits.  Maintain clean and orderly checkout areas and complete other general cleaning duties, such as mopping floors and emptying trash cans.  Monitor customer preferences to determine focus of sales efforts.  Plan parties or other special events and services.  Perform marketing and advertising services.  Assist customers by providing information and resolving their complaints.  Establish or identify prices of goods, services or admission, and tabulate bills using calculators, cash registers, or optical price scanners. [...]","this role is majority remote but candidates should be willing to commute to our nyc office on an asneeded basis

as the largest luxury online marketplace we are changing the way consumers shop for luxury items online we are looking for a systems engineer to join our sysops team and help enable our engineers to deliver and maintain a worldclass ecommerce infrastructure in this role you will be responsible for ensuring the stability observability and performance of com as we deliver to our evergrowing audience

to be successful in this role you will be an experienced systems engineer with a background in operating aws services in a fastmoving environment with a high level of independence and responsibility you will face unexpected challenges and work collaboratively with other engineers as we rapidly deploy new features using new technologies

what youll do
 participate in an oncall rotation to troubleshoot and respond to any offhours incidents
 interface with other internal and external teams to roll out new features and new infrastructure components
 design and implement scalable architectures
 find potential enhancements and opportunities for cost savings
 evaluate new technologies vendors and other initiatives
 offer support to our development team as they deploy bug fixes and feature enhancements

what youll bring
 have  years of experience in systems engineeringadministration preferably in a web or ecommerce environment
 have a strong background with configuration managem [...]"
331,Office Administrator,"OFFICE SUPPORT COORDINATOR       Summary     Highly qualified, detail-oriented and hardworking office manager with more than 12 years of experience. Proficient in research, writing, case management and client relations. Self-starter with strong problem solving and organizational abilities. Demonstrated ability to handle difficult situation with tact. Skilled in analyzing a task and breaking it down into manageable pieces. Team player with exceptional communication and interpersonal skills.        Highlights          Time management  Strong problem solver  Resourceful  Mail management  Schedule management       Meticulous attention to detail  Results-oriented  Self-directed  Report development  Self-starter            Accomplishments      General      Coordinated all department functions for team of 10+ employees.  Received a merit raise for strong attention to detail, exemplary customer service and team-player attitude.  Successfully planned and executed corporate meetings, lunches and special events for groups of 15+ employees.     Training     Successfully trained staff in all office systems and databases, policies and procedures while focusing on minimizing errors and generating superior results.     Employee Management     Liaised with HR department to establish employee benefits, training, payroll and termination procedures.     Administration     Performed administration tasks such as filing, developing spreadsheets, faxing reports, photocopying collateral and scanning documents for inter-departmental use.     Customer Service     Handled customers effectively by identifying needs, quickly gaining trust, approaching complex situations and resolving problems to maximize efficiency.     Multitasking     Demonstrated proficiencies in telephone, e-mail, fax and front-desk reception within high-volume environment.     Research     Investigated and analyzed client complaints to identify and resolve issues.         Experience     September 2013   to   January 2015 [...]",ny office administrator toll international llc  queens ny quick apply job details fulltime  contract  an hour  hours ago qualifications writing skills lever office experience microsoft excel drivers license bachelors degree full job description job title ny office administrator location new york ny hourly ratesalary  per year  contract summaryobjective toll is seeking a ny office administrator  performing office administrator services as required is the primary focus for the following position responsibilities welcoming visitors and directing them to the relevant officepersonnel carrying out clerical duties such as answering phone calls responding to emails and preparing documents including office correspondence memos resumes and presentations coordinate activities throughout the project to ensure efficiency and maintain compliance with company policy manage agendas travel plans and appointments for upper management manage emails letters packages phone calls and other forms of correspondence support bookkeeping and budgeting procedures for the company create and update databases records for financial information personnel and other data track and replace office supplies as necessary to avoid interruptions in standard front office procedures submit reports and prepare proposals and presentations as needed assist colleagues whenever there is an opportunity to do so ordering hard copies of contract drawings shipping services printing shipping labels coordinating shipment pickups [...]
332,Project Intern,"HUMAN RESOURCES ADMINISTRATIVE ASSISTANT/EXECUTIVE ASSISTANT           Career Focus     Ambitious professional driven to launch a career in the communications and customer service fields. Brings valuable experience from internships in public relations and one year of fast paced experience in Human Resources.Hard-working, entry-level job seeker looking to apply my education and experience. Very familiar with the EBSCO Host research database.        Core Qualifications         Mac and PC; Microsoft Office (Excel, PowerPoint, Word); WordPress; Hootsuite; Google Docs; Twitter; Facebook Management; Google alerts; Trapit; Photoshop (Novice); HRIS databases    Research Databases:   Human Resources Information System Databases: Ceridian and Kronos, Cision, Ebsco Host             Accomplishments     Dean's List 			 		                                           All Semesters   Westfield State University Honors Program 		              01/2011-05/2014  Phi Kappa Phi Honors Society				              03/2013-Present   Dan Doyle Memorial Scholarship 			                        06/2013-5/2014   Outstanding Classroom Citizenship Award			                      5/2014   Academic Excellence Award 	                                                              5/2014       Work Experience      Human Resources Administrative Assistant/Executive Assistant    October 2014   to   September 2015     Company Name   －   City  ,   State      Manage multiple schedules Assist entire department with any and all needs   Strong organizational skills/ability to multi task   Work in fast paced work environment   Ability to troubleshoot   High volume of interaction with accounting   Coordinating travel arrangements   Experience with confidential and sensitive information, employee relations   Ensuring compliance with labor law posters   Track Employee Anniversaries Strong Customer   Service skills Member of Winn Event Planning Committee   Working knowledge of Learning Management System and training  Facilit [...]","summary

this position will provide technical and laboratory support to dr
rui chen within the hgsc
the position will work within the lab under the guidance of dr
rui chen

job purpose

internships are a temporary professional learning experience in which participants gain practical work experience related to a studentâ  s field of study or career interest
interns must be a part of an established baylor college of medicine internship program or receiving course credit at their college of university

job duties

responsible for one or more of the following duties
 provides office administrative support
 provides research administrative or technical support

minimum qualifications
 must be a high school or college student undergraduate or graduate
 no experience required

baylor college of medicine is an equal opportunityaffirmative actionequal access employer




estimated salary  to  per hour based on qualifications"
333,Administrative Assistant,"CONSULTANT           Professional Summary     Certified Nursing Assistant with experience serving chronically ill patients, including assisting with daily living activities and household tasks. Patient and highly compassionate.        Licenses     New York State Department of Health Nursing Home    Nurse Aide Certification Program     Original Certification Date: 5/18/2005  Current Expiration Date: 1/31/14  Certification # 342285200505E       Skill Highlights          Understands mobility assistance needs  Charting expertise  Reliable transportation      Trained in grooming and bathing assistance  Calm and level-headed under duress  Medical terminology knowledge            Professional Experience      Consultant    March 2015       Company Name   -   City  ,   State     Provided accurate and appropriate information in response to customer inquiries. Addressed customer service inquiries in a timely and accurate fashion. Built customer loyalty by placing follow-up calls for customers who reported product issues. Resolved product issues and shared benefits of new technology. Managed quality communication, customer support and product representation for each client. Answered customers' questions and addressed problems and complaints in person and via phone. Built customer confidence by actively listening to their concerns and giving appropriate feedback.          CNA    August 2007   to   July 2013     Company Name   -   City  ,   State      Observed and documented patient status, and reported patient complaints to the nurse. Completed and submitted clinical documentation in accordance with agency guidelines. Collected urine and fecal samples. Assisted with adequate nutrition and fluid intake. Provided transportation, assistance and companionship to clients. Cleaned and organized patients' living quarters. Positioned residents for comfort and to prevent skin pressure problems. Assisted with transferring residents in and out of wheelchairs and adaptive equipment. Tended [...]","this position is located on rikers islandphysician affiliate group of new york pagnyis comprised of nearly  physicians and healthcare professionals who provide services to nyc health hospitals hh the largest public health system in the united states

our practitioners are highly skilled professionals with outstanding credentials who deliver the highest level of quality healthcare to patients throughout new york city

eoe mfdvbesides providing administrative and human resources services pagny also fosters an environment in its partner hospitals that allows healthcare professionals to identify and implement best practices across institutions promote training academic and research opportunities develop multidisciplinary integrated clinical service lines build new systems of care and address the impact of anticipated major changes in the nations healthcare systemwith approximately  admissions per year and  average daily population the nyc jail system is among the largest in the nationthe division of correctional health services chsof new york city health hospitals hh is responsible for the delivery of medical care mental health care and discharge planning in the jail system

approximately  of new admissions per year to the nyc jail system will receive care on the mental health service

this service strives to provide safe holistic and evidencebased therapeutic interventions for the diverse range of mental health issues that face the population from serious mental illness to the n [...]"
