row_id,job_position_title,resume_text,job_description
1019, Construction Project Manager,"INFORMATION TECHNOLOGY CONSULTANT           Career Overview     Accomplished information technology professional with over 18 years of diverse technology, process analysis, project management, and information management experience.  Proven ability to successfully implement technology solutions, stay within time and budget constraints, and improve efficiency through proper risk management, task coordination, and resource utilization. Core Competencies Project Management Systems / Network Reporting Proposal Development Web Design & Development SOP & Policy Writing Systems & Process Consulting Document Management Technically-advanced information technology specialist successful in software administration and data communications.Experienced Computer Systems Analyst with diverse industry experience in banking, healthcare, insurance and government. Professional expertise includes systems applications, disaster recovery planning and information protection analysis.       Qualifications         Microsoft Windows (7, 8, 2012), Apple Mac (OS 7 - X, OS X Server, iOS), Unix/Linux (Ubuntu, Red Hat, CentOS, FreeBSD, SmoothWall Express)   Server/Web Software: 	MS Exchange, MS SharePoint, MS IIS, MS Hyper-V, Apache, WordPress, CloudFlare, Documentum, CoreDossier, Oracle Workflow, DavMail HTML5, CSS, PHP, JavaScript, Java, XML, C++, Microsoft Visual Basic   Applications:	Adobe CS6 (Acrobat, Photoshop, Illustrator, InDesign, Dreamweaver, Premiere, Flash, After Effects, Fireworks), MS Office, MS Project, Office 365 MySQL, MS SQL, MS Access, Oracle 11i, Sage ACT!     Web content management  Information security  Content management systems      Hardware:	Dell, HP, IBM, Cisco, SonicWall, NetGear, FortiGateProgramming and design skills  Optimizing and performance tuning  Document management  Web content management              Accomplishments      Print Graphic Support     Collaborated with marketing and business development groups for collateral needs by creating page layout designs for [...]","overview
location of construction pm currently seeking construction project managers currently located in the northeast market near a major airport
 
travel extensive travel typically overnight tuesdaythursday weekly with potentially more travel as needed based on business needs
 
this manager of construction projects is responsible for visiting budgeting developing plans conducting formal bidding managing construction activities and conducting all contract administration including contract modifications and pay applications for new relocated and construction projects at existing stores 

responsibilities
direct general contractors architects and vendors to complete construction projects while meeting contract requirements and tractor supply company tsc required timelinesreview construction contracts and pay requests per the detailed and dynamic contract checklists and pay application checklistsreview and monitor projects by developers and landlord contractors for compliance with tsc building requirements and schedules conduct a thorough review of all hard copy documents and well as the electronic information such as the weekly project reportsnegotiate review and approve change orders for both prototype and retrofit projects as well as special projects per the change order processperform a thorough review of all new store plans including civil architecture engineering ae mechanical electrical and plumbing mpe etcupdate the standard criteria plans scp quarterly to ensure tsc s [...]"
1020,Sales Associate / Design Consultant - Full Time,"FREELANCE GRAPHIC DESIGNER           Highlights          Summary:	Marketing and design professional with nearly eight years experience supporting effective development and implementation of company marketing plan and goals. Areas of expertise include:  Development of brand identity  Layout and copy of promotional materials  Copy, editing and proofreading  Execution and design of promotional campaigns  Print production preparation  Computers: Experienced and trained in CS5: Adobe Photoshop, Illustrator, In Design, and Acrobat.  Also trained in Microsoft Windows, Word, Excel, Dreamweaver, and Quark.                Experience      Freelance Graphic Designer  ,   01/2011   to   Current    Company Name          Magazine Layout Design.  Brochure Design.  Web Design.  Web Maintenance.          Owner  ,   01/2004   to   Current    Company Name          Creative design and layout of wedding invitations.  Preparation of art files and print specifications for various clients.  Creative design of marketing materials for various clients.  Website maintenance for various clients.  E-mail marketing.          Accounts Receivable Manager  ,   01/1998   to   01/2001    Company Name          Responsible for collections of all accounts.  Maintained daily cash balance.          Event Coordinator  ,   01/2004   to   01/2010      Creative design and layout of event posters, fliers and banners.  Coordinator of five major community events.            Personal Information    Ability to work hard and accomplish duties without direct supervision.      Additional Information      Self motivated & disciplined: Ability to work hard and accomplish duties without direct supervision.        Skills    Acrobat, Dreamweaver, Adobe Photoshop, art, balance, banners, brand identity, Brochure Design, Creative design, clients, editing, E-mail, Illustrator, Layout Design, Layout, marketing plan, marketing, marketing materials, Excel, Microsoft Windows, Word, posters, Print production, promotional materials, [...]","job details

description

the sales associate  design consultant is responsible for maximizing sales and delivering an exceptional guest experience in this exciting role you are creating lasting relationships while assisting clients with the selection customization and purchase of merchandise in this retail sales role the design consultant will have the ability to read each clients need for assistance and match their requirements to the benefits of the merchandise

as a sales associate  design consultant you will be providing customer service and space planning assistance as well as maintaining a sales driven focus

if this sounds like the type of environment in which you would flourish we invite you to apply for our opening at the freehold raceway mall

essential duties  responsibilities
 meets required monthly sales and productivity standards
 demonstrates strong product knowledge furniture accessories fabrics etc
 maintains a guest book to organize generate and cultivate business
 performs proactive and consistent followup with all guests before and after the sale and at delivery
 works to improve performance based on feedback provided by store management
 promptly solves guest concerns
 performs all opening and closing duties as directed
 accurately performs all systems functions and maintain operational standards
 works in collaboration with all team members

minimum qualifications
 high school diploma required college preferred
 some work experience in a retail environm [...]"
1021,Senior Accountant (Remote),"MEMBERSHIP COORDINATOR       Career Focus    I would like the opportunity to share more about my work experience and how my skill set could contribute to the
successful day-to-day running of your company. I'd be happy to supply strong references at your request.
I am currently in pursuit of a career and believe my skills could greatly contribute to your company.
Gainful employment in a well structured cooperative environment in which my skills and hard work can be optimally
utilized. Frankly stated I am looking for a career as opposed to a ""job"".      Summary of Skills          Reliable and dependable          High customer service standards  Active listening skills          Flexible scheduling  Top sales performer          Superior organization skills  Customer service expert          Excellent multi-tasker  Opening/closing procedures          Superb sales professional  Sharp problem solver          Bar management      Time management ability  Excellent communication skills  Strong lead development skills  Goal-oriented   Focused on customer satisfaction   Customer service expert    Employee training  Clean and professional  Cold calling  Self-motivated            Professional Experience     05/2014   to   Current     Membership Coordinator    Company Name   －   City  ,   State      As Membership Coordinators I am responsible for selling memberships at the health club.  The position requires that
     the membership coordinator generate at least 60% of my own prospects through normal prospecting channels.  The other 40% may originate from club advertising and promotions.  A strong working relationship with club staff
     is expected of the membership coordinator.  Paperwork and administrative follow-up on personal sales, along with
     personal follow-up on new memberships are essential tasks.  Responsibilities and Approximate Time Distribution
     15% - Telephone solicitation, prospecting and other follow up.  4% - Sending mailings to prospects.            60% [...]","in the minute it takes you to read this job description bluecore has launched over  individually personalized marketing campaigns for our retail ecommerce customers

bluecore is expanding our finance team and is looking for a senior accountant with a positive attitude who is highly motivated to learn and grow within a fastpaced organization this role will be responsible for supporting the monthly close processes as well as supporting and initiating general accounting and reporting process improvements to gain efficiencies and strengthen the overall control environment

this position requires a driven selfstarter who is able to work comfortably with stakeholders across the organization takes tasks from start to finish and someone who enjoys working in a fastpaced challenging environment this is a great opportunity to become a member of the finance team for a breakthrough company that is disrupting the retail market

the role
 perform monthend close activities including preparation of journal entries and reconciliations for various balance sheet and income statement accounts
 perform financial statement analysis and document meaningful explanations for fluctuations
 review revenue contracts and transactions to ensure compliance with the companys revenue recognition policies under 
 prepare memos and analyses surrounding revenue recognition under asc  for more complicated billing arrangements
 responsible for creating and maintaining commission calculation files for variable com [...]"
1022,Human Resources Manager,"OPERATIONS MANAGER       Executive Summary     A highly accomplished, versatile and respected professional with over 12 years in Terminal Operations at the Port of Los Angeles. Terminal Operations is a time sensitive, high pressure, and diverse environment which you collaboratively work with customers, the union work force, and internal management along with federal, state and local agencies to navigate a myriad of contract rules, regulations, lease agreements  and  laws.  As an Operations Manager, I have advanced knowledge in working with all facets of terminal operations; Customer Service, Rail, Vessel, Terminal planning and yard functions. Initiated cost reductions, stream-lined dock work functions and similar to an industrial designer reconfigured and maximized the use of terminal space to accommodate the growth in volume. Consistently achieves outstanding results in complex situations while building and maintaining strong, loyal relations with clients, colleagues and staff.  Being a leader in this environment challenges you to think beyond the simple choice and reach for the impossible answers while maintaining the integrity of all the moving parts.       Core Qualifications          Extensive knowledge of all operating aspects of Vessel, Rails, Yard and Terminal Operations.  Dynamic Leadership-Team Building  and Staff Training  Strategic planning  Cross Departmental Communications      Service Quality Improvement  Customers Relations  Budgeting Analysis, Forecasting and Cost Reductions  Productivity Reporting  Contract Compliance            Professional Experience      Operations Manager   01/2002   to   Current     Company Name   City  ,   State       Managed Yard and Terminal Operations Center  SuperIndendent of RailRoad Department, Vessel Operations and Customer Service   Solicited operational feedback from Union and implemented those recommendations, improved by 23%  Improvements in productivity thus reduced operating budget from $52M to $48M a year  U.S. [...]","about the role

as a human resources manager for tql you will be the hr pointofcontact for a designated group of teams across the country our hr team is obsessed with the wellbeing of our people and thrive on building trusting relationships with their internal customers we can promise no day will be the same here and youll have the opportunity to be a strategic partner for employees and leadership while contributing to the continued growth of tql

whats in it for you
 competitive compensation benefits and bonus package
 biannual bonus opportunity
 paid relocation to tql headquarters cincinnati oh
 join a growing team within a robust and innovative hr department
 lead all things hr for a select region of a  organization
 we win wherever we go  voted a top workplaces usa   and forbes americas best employers 

what youll be doing
 partner with sales marketing and support leadership to assist with organizational policies employeerelations issues and compliance with federal state and local laws
 serve as a resource to employees handling questions and helping to resolve workrelated matters and escalating issues or questions as necessary
 maintain confidentiality establish trust and credibility be approachable and fair and balance business needs with employee needs
 create and maintain documentation relating to personnel
 monitor employment law postings in office to ensure compliance with state and federal requirements
 assist the onboarding team with dayone activities including pre [...]"
1023,Retail Sales Associate,"BUSINESS DEVELOPMENT CONSULTANT         Executive Summary     Dynamic financial services and business development leader with 17+ years of combined experience across diverse banking and sales platforms. Dedicated to delivering services excellence while surpassing revenue objectives, working closely with teams and clients to address needs. Enforces adherence to organizational policies, procedures, and standards as well as industry regulations. Blends strong analytical and communications acumen to generate comprehensive research and reports - supporting planning and decision-making. Senior loan operations specialists skilled in collaborating with multidisciplinary teams throughout application and financing processes.        Core Qualifications          Loan operations & documentation   Compliance guidelines  Risk mitigation  Team leadership & support  Investments management  Home & commercial mortgages   Microsoft Office      Business development  Negotiations  Stakeholder relations  Customer service  Sales life-cycle  Underwriting requirements   Financial & credit data analysis  Prospecting & referrals            Professional Experience      Company Name    City  ,   State    Business Development Consultant   02/2019   to   04/2020        Delivered expert consulting services in financing, operations, sales, and marketing.      Fueled revenues and achieved top client satisfaction / referrals, maintaining top producer ranking by securing up to 50 new clients monthly.    Forged and cultivated productive relationships with customers and team members, facilitating full sales process by identifying and addressing individual needs.    Developed and implemented process improvement plans based on client feedback and operational monitoring.    Served as key expert in products and services, skillfully representing brand and overall offerings.            Company Name    City  ,   State    Business Development Manager   03/2017   to   02/2019       Spearheaded new business develo [...]","are you a high energy outgoing person who loves to help others and work as part of a team are you interested in starting a career in retail do you thrive in fast paced environments

then you may be the perfect addition to our team

guest service associates provide an exceptional guest shopping experience by greeting our guests and keeping our stores instock clean and organized as a guest service associate you will support the manager in day to day operations you will be crosstrained in all areas of the store gaining valuable operations experience looking for growth opportunities our parent company eg america operates nearly  locations across the united states

here are some of the tasks you will complete here
 we like to make sure all guests are greeted with a warm welcome and a smile after all we are known for delivering exceptional guest service
 operating the cash register in an efficient manner
 ability to adjust to whatevers thrown your way the environment here is fast paced no  days are alike thats what keeps it fun
 brewing coffee stocking shelves coolers and freezers
 juggling various tasks
 we love to keep a clean store we work as a team and do our part to maintain impeccable standards

we take great pride in the important role we play in the communities we serve our doors are always open to our guests rain or shine and on weekends  holidays each team member contributes to delivering the best experience to our guests by participating in all parts of the job

if you h [...]"
1024,Part-Time Retail Sales Associate,"ACCOMMODATION SERVICE EXECUTIVE LL       Professional Summary    Customer service and sales expert who identifies customer needs and delivers
solutions to problems. Driven to exceed sales and customer satisfaction goals and build long term
relationships with the clients. Creates a positive experience through high quality
customer care.
Bilingual manager able to build, lead and train efficient and friendly service teams.      Core Qualifications          Client-focused  Results-oriented  Quick learner  Superior communication skills  Cheerful and energetic  Effective team player              Experience      ACCOMMODATION SERVICE EXECUTIVE ll   12/2016   to   Current     Company Name   City  ,   State       Communicate with Partners by telephone or by e mail to provide guidance and assistance regarding Booking.com platform Extranet.   ​   Provide commercial advise and orientation to  partners based on Booking.com business model.      Gather information to solve partner and guests issues regarding reservations in order to coordinate assistance with Customer Service department.      Review and process new partnership registrations and set them ready to open on Booking.com webpage.      Keep partners and guests as center of all our operations to guarantee maximum satisfaction.     ​         CUSTOMER SERVICE EXECUTIVE   02/2016   to   11/2016     Company Name   City  ,   State       Communicate with customers by telephone or by e mail to provide information
    about hotel reservations, take or enter information, cancel reservations,  gather complaints details .  Keep records of customer interactions or transactions, recording details of
    inquiries, complaints, or comments, as well as actions taken.  Check and ensure that appropriate changes were made to resolve customers'
    problems.  Contact customers to respond to inquiries or to notify them of claim
    investigation results or any planned adjustments.  Refer unresolved customer grievances to designated department [...]","at kohls our strategy is to become the most trusted retailer of choice for the active and casual lifestyle be part of a team culture that values diversity and inclusion works hard to help each other succeed and celebrates each others wins to deliver a bestinclass experience for our customers

about the role
in this role you will engage and connect with our customers by providing excellent customer service through our hospitality mentality approach you will offer information to the customer on current merchandise assortment store promotions and events and execute operational processes effectively and efficiently to drive sales

key accountabilities
support sales hospitality operations people and conversion through our shop  program

drive sales
 drive sales by providing an inspiring environment that motivates customers to add to their basket

build trust to solve the customer shopping needs
 leverage omni channel offerings to deliver a frictionless customer experience
 accurately deliver on our operational processes bopus boss mls sfs

build rapport and make a genuine connection with the customer
 acknowledge and assist customers through our company programs
 complete transactions accurately and efficiently while engaging customers
 courteous and responsive to requests and questions
 answer questions quickly and accurately

be a savings consultant to help customers save with a kohls card
 converts opens and activates kohls card applications
 promote our loyalty programs by edu [...]"
1025,Staff Accountant,"ACCOUNT SERVICE REPRESENTATIVE II/TECH           Summary    Professional Account Manager trained in building strategic network ties and increasing salesrevenues. Cultivates and maintains strong customer relationships.        Accomplishments      Prospecting and cold callingExcellent communicatorStrong interpersonal skillsCustomer service-focusedTeam building expertiseTech-savvySkilled in MS OfficeProject managementProven sales track recordPromotional campaignsPowerPoint expertLeadership/communication skillsSkilled multi-taskerStrong organizational skillsStrong communicatorActive listening skillsExceptional customer service skillsSelf-motivated.  Accomplishments.  Named ""Employee of the Month"" in 02/2014 at C Spire.Winner of the ""C Spire Employee of the Quarter"" Award, 1st Quarter 2014.Maintained 100% Survey Rating entire tenure at Foshee Residential.Top 5 in New Accounts at Foshee Residential (2012)1st Place Southeast Regionals American Kickboxing Academy Tournament (3x) for ShogunMMA.        Experience      Account Service Representative II/Tech    January 2012   to   May 2014     Company Name   －     State      Project Design & Development LeadMay 2014.  Henderson-Thomas * Birmingham, Alabama.  Discover, design and build new user experiences to drive the next generation of portals,applications and Web properties, including mobile.  Design visually stunning, cutting-edgegraphics, animations and interactions for Web sites, portals and applications.  Produce visualassets needed by development team.  Contribute to building the Company brand on portals,applications, mobile apps and Web sites by executing user interface design consistently on alldeliverables.  Refine low to high-fidelity wireframes into designs for the informationarchitecture, navigational models, process flows, page layout, information displays andinteractional components based on user research and in partnership with user experienceinteraction designers.  Research and communicate trends and best-pract [...]","greenlight is a fintech company that makes a debit card for kids and companion apps for the family we proudly serve more than  million parents and kids with inapp tools for sending money setting savings goals monitoring balances managing chores automating allowance and investing
last year greenlight was valued at  backed by leading venture capitalists and institutional investors now it takes a special kind of person to join a neverbeendonebefore mission like ours we need people who love working with each other because they know it makes us stronger people who look to others and ask how can i help and then how can we make this even better if youre ready to roll up your sleeves and help parents raise a generation of financially smart kids apply to join our team today
we are seeking a staff accountant who will work with other greenlight accounting  finance team members and other greenlight employees on various challenging assignments the successful accountant will be passionate about helping support greenlights fullcycle accounting process and willing to grow into new areas of the accounting operation to support our rapid growthwhat youll be doing
 perform bookkeeping function on cash and expenses including keeping track of daily accounts payable and treasury transactions ensuring accurate entries in the accounting system and following up on invoice and expense report approvals
 perform reconciliations of cash accounts payable accrual payroll and other balance sheet accounts as [...]"
1026,Sales Specialist,"AUDIT AND RECOVERY SPECIALIST         Summary    Proficient and highly skilled Customer support specialist with years of experience seeking to use my extensive background in customer relations, collections and sales into an intermediate-level position with future advancement.      Experience      Company Name    City  ,   State    Audit and Recovery Specialist   01/2016   to   Current       Review, investigate, analyze, and resolve key issues at the provider and client level.  Manage outstanding inventory as assigned by maintaining daily call volume and inventory turnover rate expectations.  Adhere to all escalation timeframes and re-status inventory according to department guidelines.  Interface and collaborate with various levels at the provider level to communicate outstanding inventory issues and attempt continuous follow-up throughout the order to cash revenue cycle.  Utilize and contribute to refining department policy and procedures.  Identify and communicate process improvements which result in operational efficiencies.  Ensure systematic data oriented efforts to improve consumer and/or client services.  Serve as resource and subject matter expert to less experienced staff.  Collaborate, coordinate, and communicate across disciplines and departments.  Ensure compliance with HIPAA regulations and requirements.  Demonstrate commitment to the Company's core values.  The position responsibilities outlined above are in no way to be construed as all encompassing.  Other duties, responsibilities, and qualifications may be required and/or assigned as necessary.          Company Name    City  ,   State    Healthcare Collections Specialist   06/2015   to   01/2016       The handling of inbound and outbound calls from client customers.  Conduct account research and general analysis in order to assist customers.  Interacting with customers in order to resolve outstanding account balances and assist with payment plan set-ups.            Following up with customers on pay [...]","minimum qualifications
bachelors degree or equivalent practical experience years of experience in saas or productivity tools businessexperience managing enterprise accounts with sales cycles
preferred qualifications
 years of experience building strategic business partnerships with enterprise customersability to work through and with a reseller ecosystem to scale the businessability to plan pitch and execute a territory business strategyability to build relationships and to deliver results in a crossfunctionalmatrixed environmentability to identify crosspromoting and uppromoting opportunities within the existing account baseexcellent account management writtenverbal communication strategic and analyticalthinking skills
about the job
as a member of the google cloud team you inspire leading companies schools and government agencies to work smarter with google tools like google workspace search and chrome you advocate the innovative power of our products to make organizations more productive collaborative and mobile your guiding light is doing whats right for the customer you will meet customers exactly where they are at and provide them the best solutions for innovation using your passion for google products you help spread the magic of google to organizations around the world
the google workspace team helps customers transform and evolve their business through the use of googles productivity collaboration and content management suite of applications as part of an entrepreneuri [...]"
1027,Senior Sales Marketing Specialist (Programmatic),"BUSINESS SYSTEMS ANALYST I           Qualifications        TECHNICAL SKILLS: Business Applications: SAP Web Intelligence, Informatica Data Explorer, MS Visio, MS Project, Rational Rose, Business Objects Languages: SQL, UML,C, C++ , Core Java , Perl Web Development: HTML, XML, PHP Operating Systems: Windows XP/Vista/7, Linux Databases: Netezza, MS SQL Server 2005/2008, Oracle 9i/10g              Accomplishments      Organized workshops for SQL Server 2005 during the technical fest at Mumbai University Active member of Student Council of Asian Students at University of Maryland. Interface with the client and multi-disciplinary teams within Merkle (Business Intelligence, Information Technology, Database and Data Warehouse Developers) to support the solution delivery process  Work closely with clients to understand their marketing goals, design their marketing databases, facilitate optimum segmentation and provide platforms and reports to measure their marketing ROI.  Involved in designing and rolling out global marketing databases (North America, Europe and Middle East, Latin America) and thus well versed with Customer Data Integration and international data hygiene and standardization concepts. Enable the client to generate reports for Measuring ROI, effective channels , successful campaigns and optimum segments , trend analysis etc using tools like Business Objects Sound understanding of a projects life cycle, from demand generation to understanding the customer requirement and converting it into technical specifications and finally implementing the project. Jusitn: - Served as subject matter expert on marketing data and database design for European and Asia Pacific regions Involved the support of client requests such as adhoc reporting and campaign execution. Also responsible for identifying gaps in deployed functionality and building necessary new functionality alongwith correcting issues with current solution -data integration,data hygiene, cleansing CDI -created [...]","the trade desk is changing the way global brands and their agencies advertise to audiences around the world how with a mediabuying platform that helps brands deliver a more insightful and relevant ad experience for consumers  and sets a new standard for global reach accuracy and transparency

so if youre talented driven creative and hungry to bring something entirely new and wildly ambitious into the world and have some fun doing it then we want to talk

what youll do

the trade desks commercial activation team is the sales strategy and enablement arm of the global commercial team our strategists are internal consultants working to help identify and scale opportunities to drive revenue developing expertise in building solutions for brands around our proprietary technology the commercial activation team partners with business developmentsales and client services at the trade desk to provide highquality narratives for the products and services we offer our clients this team responds to and develops rfps and rfis for business across the globe collaborating crossfunctionally with product marketing business intelligence legal and other teams to ensure alignment with sales collateral and the trade desks clientfacing materials these cover capabilities product features roadmaps advertising solutions and positioning within the broader ad tech ecosystem

what youll do

as a senior sales marketing specialist programmatic you will
 learn the business inside and out you become very famili [...]"
1028,Sales Associate Full Time - Market Mall,"PURCHASER / PRODUCTION COORDINATOR       Professional Profile    Productive, quality oriented professional eager to contribute     comprehensive skills toward actively supporting a     progressive organization as a key team member.
Featured Skills    x  Expedite / AOG / Logistics
          x  Customer Service
          x  Finance / Accounting
          x  Sales
          x  Purchasing
          x  Inventory Control
          x  Stores / Warehouse
          x  Management
          x  Shipping
          x  Receiving
          x  Bookkeeping Ability to act independently to determine methods and procedures on new assignments.
* Ability to respond consistently with a high degree of initiative to resolve issues or complex problems that may arise.
* Ability to maintain positive company image and brand.
* Ability to perform work accurately and thoroughly.
* Efficient organization and time-management skills.
* Ability to prioritize tasks and meet deadlines.
* A courteous and professional demeanor.
* Strong negotiation skills
* Ability to work well under pressure
* Intermediate to advanced computer skills. Proficient with MS Office suite and other work-related software.
Additional
Comments    I have been working in the Aviation industry for 12 years now and bring with me a total on 15 years of experience that makes me a well-seasoned professional. I bring with me experience of working with commercial, military, charter, and prototype aircraft. I am experienced and knowledgeable with Boeing, Airbus, Bombardier, Dornier, and Lockheed and have proven myself to be both versatile when working with various aircraft makes & customers.          Experience     January 2011   to   Current     Company Name   City  ,   State     Purchaser / Production Coordinator        My journey at Flightstar began with production coordinating, where I was responsible for interfacing with leads, project managers, and customer representatives regarding aircraft documentation, parts status, and any probl [...]","sales associate

want to be a part of something big now is an amazing time to join our growing family

wow mobile boutique is looking for people who love people and are passionate about helping everyday shoppers connect with the perfect mobile solution through unbiased advice and meaningful conversations

customer experience is what we do as advocates for a better wireless journey our whole team is passionate about retail  focusing on the customers needs and helping them make the right call when selecting a solution for their lifestyle it helps that we are supported by canadas best wireless carriers telus rogers koodo fido and chatr and carry the coolest lineup of accessories

dont have wireless experience dont sweat it we will provide you with all the necessary training and support to help make you successful our focus is on talented individuals who have been successful and continue to have a desire to deliver an exceptional customer experience
 enjoy working in a fun dynamic and results driven team culture
 actively engage mall shoppers and follow the  nonnegotiable selling standards
 generate hype and awareness within a mall environment by being a brand ambassador
 identify customers needs and present a customized wireless solution
 deliver on our brand promise by offering customers a unique unbiased professional fun friendly and thoroughly enjoyable retail shopping experience that will consistently generate a response of wow
 achieve all key business metrics including sal [...]"
1029,Remote Education Advocate,"SENIOR VP - INFORMATION TECHNOLOGY       Executive Profile      CORE SKILLS      Demonstrates ability to be a strong leader in a fast paced environment with strong interpersonal skills, both written and oral, and a positive attitude toward sharing expertise and assisting others to learn. Exceptional ability to manage a group of individuals, and coordinate and distribute daily tasks and unexpected issues that may arise An organized, detail-oriented, and conscientious self-starter, able to strategize and prioritize effectively to accomplish multiple tasks and stay calm under pressure Creative, resourceful and flexible, able to adapt to changing priorities and maintain a positive attitude and strong work ethic        Skill Highlights          Expertise  Technology Optimization  Budgeting & Operational Cost  Team-Building, Training, & Leadership  Goal-Setting & Business Planning  Policy & Procedure Creation  Conflict Resolution & Management  Productivity, Efficiency, & Performance Improvements  IT Security  Project Management  Vendor Relations  Data Center Operations      Operating Systems: Windows 7, XP, Server 2013, 2008, 2003, Microsoft 
Active Directory, SharePoint, Exchange Server: 2003, 2007, 2013, VM 
Ware, Trend Micro, Cisco Infrastructure Routers and Switches, Palo Alto,
 EMC storage solutions, Data Center Management Market Data & Trading
 Systems: Open Bloomberg and Server API, FactSet, Fidessa, Tethys, Lava,
 LEK, ICE, Tradeware, Reuters Eikon, Thomson One, Reuters Station, 
Instinet, NASDAQ Trader, Advent            Professional Experience      Senior VP - Information Technology   08/2014   to   09/2015     Company Name   City  ,   State       Experienced technology leader with expertise in managing all aspects of front and back office systems in the Financial Services Industry.  A solid leader who can utilize his diverse background of information technology and business management skills to create winning teams to support mission-critical infrastructure SVP [...]","social media advocate

grassroots education marketing

employment type

parttime

about us

our mission is to improve lives by offering a literacy empowerment achievement delivery system combining the powers of government corporate america and educators with that of local employers employees and financial professionals we can dramatically improve the lives of our communities

we are seeking professionals with creativity and social media knowledge of posting and generating engagement this position plays a key role in generating leads of employers who would need benefits for their employees for little to no cost

responsibilities

work from home remote ability to furnish your own computer and internet

social media knowledge utilize all social media platforms with gem static or video content to drive lead generation

social media content creation creating developing and managing compelling social media content to build and increase client engagement

social media campaigns execute social media advocate marketing campaigns when asked by management

qualifications

ability to work remote efficiently

experience in social media posting

graphicvideo design is a plus

internet

show initiatives coupled with accuracy and attention to detail

a strong work ethic

why work for gem

grassroots education marketing offers a unique opportunity to join a fastpaced innovative organization that is passionate about thinking differently to generate leads while taking care of american employees [...]"
1030,Software Engineer (Web),"BUSINESS DEVELOPMENT MANAGER           Summary    With 11 years of diverse managerial and marketing experience penetrating in domestic and international markets including Manufacturing, Engineering, Food and IT, I have honed my communication and marketing research abilities to gauge demand for products and explore new clients. Having managed several big projects, I have learnt to maintain equanimity under pressure and achieve goals both as a cross functional team member and individual contributor.      Skills          Determined team player.  Versatile sales techniques.  Team Building  Time management skills with ability to prioritize results.  Proficient in PowerPoint, Word, Excel and online survey tools. MS Access, Oracle basic  Operating Systems: Windows 95/98/2000/XP/Vista/NT servers, MS DOS, Linux, Mac OS X  ERP: Basic SAP R/3, SAP PP, SAP MM knowledge  Software/ Applications: Internet Explorer, Outlook, Outlook Express, QuickBooks  Editing Tools: Adobe Photoshop, Corel Draw  General Productivity: MS Office  Project Management Tools: Microsoft Word, Excel, PowerPoint              Experience      Business Development Manager    February 2015   to   May 2017     Company Name   －   City        Responsibilities in Project 1:.  Closed $200 million deal for fabrication and welding work of burners with Reliance Industries (India) in Partnership with Precision Industries Inc.  LA, USA).  Oversaw all aspects of new plant development and after work at Rajkot (India).  Saved $20 million for Reliance Industries in burner designs.  Supervised a team of 18 including Direct and Indirect People.  Negotiated and saved 15% on purchase cost of new welding machineries valuing $7.5 million.  Responsibilities in Project 2:.  Introduced and represented Genie, a Terex Co.  world leader of Material Lifts and Aerial Work Platforms in India.  Oversaw advertisement, promotions and sales & services from launch.  Sales grew by $10 million within a year and saw an increase of 5% next year. [...]","responsibilities

produce clean efficient code based on specifications
develop test and implement new or existing software products and continuously looking for improvements
maintain and improve the performance of existing software
integrate software components and thirdparty applications
troubleshoot debug and upgrade existing software
provide software support for existing applications and systems
create and maintain technical documentation for reference and reporting"
